"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"2465","의료유사업","01_01_10_P","3630000","PHMB420213630020042400001","20211112","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 쌍암동 655-4","광주광역시 광산구 첨단중앙로170번길 12, 3층 (쌍암동)","62274","드림도수안마원","20211123132259","I","2021-11-25 00:22:44.0","안마원","185578.748428","191261.476215","안마원","1","0","0","0","0","0","0","165.29",
"2466","의료유사업","01_01_10_P","4060000","PHMB420214060023042400002","20211103","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 광탄면 창만리 596-7","경기도 파주시 광탄면 혜음로 1371, 회복이됐다안마원 1층","10951","회복이됐다안마원","20211108140938","U","2021-11-10 02:40:00.0","안마원","186656.353582057","477839.171304637","안마원","1","0","0","0","0","3","0","46.74",
"2467","의료유사업","01_01_10_P","3290000","PHMB420213290024042400002","20211108","","01","영업/정상","13","영업중","","","","","051-819-1992","","","부산광역시 부산진구 부전동 130-5","부산광역시 부산진구 서전로9번길 27, 4층 (부전동)","47245","해밀안마원","20211108110342","I","2021-11-10 00:22:45.0","안마원","387711.325883394","186381.353681793","안마원","0","0","0","0","0","0","0","45.9",
"2468","의료유사업","01_01_10_P","3340000","PHMB420213340025042400001","20211124","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 괴정동 1284 사하역 비스타 동원 상가 301동 B102호","부산광역시 사하구 낙동대로 280, 301동 B102호 (괴정동, 사하역 비스타 동원)","49343","서강안마지압원","20211124172908","I","2021-11-26 00:22:55.0","안마원","","","안마원","0","0","0","0","0","0","0","49.6",
"2469","의료유사업","01_01_10_P","4390000","PHMB420214390029042400001","20211201","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 교현동 392-6","충청북도 충주시 야현4길 19(교현동)","27374","거뜬안마원","20211206130122","I","2021-12-08 00:22:43.0","안마원","283424.522817","386734.776498","안마원","1","0","0","0","0","0","0","130",
"2470","의료유사업","01_01_10_P","3740000","PHMB420213740032042400001","20211122","","01","영업/정상","13","영업중","","","","","031-298-8575","","","","경기도 수원시 권선구 금곡로212번길 25, 광일프라자 506호 (금곡동)","16393","약손 지압 안마원","20211124111205","I","2021-11-26 00:22:55.0","안마원","","","안마원","1","0","0","0","0","3","0","79.98",
"2471","의료유사업","01_01_10_P","3680000","PHMB420033680022042400001","20030314","","01","영업/정상","13","영업중","","","","","635-7550","","306826","대전광역시 대덕구 중리동 499번지 10호","대전광역시 대덕구 계족산로43번길 14 (중리동)","","침사랑안마지압원","20090303114822","I","2018-08-31 23:59:59.0","안마원","239077.156194","318108.498596","안마원","2","","","","","1","","64.5",
"2472","의료유사업","01_01_10_P","3680000","PHMB420163680022042400001","20160705","","01","영업/정상","13","영업중","","","","","","","34428","","대전광역시 대덕구 계족로521번길 34, 102호 (중리동)","34428","하늘약손안마원","20160705133837","I","2018-08-31 23:59:59.0","안마원","238573.21606","317603.716547","안마원","1","","","","","","0","31.9",
"2473","의료유사업","01_01_10_P","3660000","PHMB420153660023042400003","20151012","","01","영업/정상","13","영업중","","","","","042-863-9675","","","대전광역시 서구 둔산동 1858","대전광역시 서구 문정로170번길 154, 2층 (둔산동)","35250","정안마원","20201203142214","U","2020-12-05 02:40:00.0","안마원","235812.772529","316745.138532","안마원","1","","","","","","","68.62",
"2474","의료유사업","01_01_10_P","3660000","PHMB420163660023042400001","20160120","","01","영업/정상","13","영업중","","","","","042-300-0535","","","대전광역시 서구 관저동 1125","대전광역시 서구 관저중로95번길 42, 1층 (관저동)","35372","사랑모아안마원","20201203142243","U","2020-12-05 02:40:00.0","안마원","229789.024342","311169.454557","안마원","1","","","","","","","21.44",
"2475","의료유사업","01_01_10_P","3660000","PHMB420183660023042400002","20180711","","01","영업/정상","13","영업중","","","","","042-524-3375","","","대전광역시 서구 가장동 55 삼성 래미안아파트","대전광역시 서구 가장로 106, 201,202호 (가장동, 삼성 래미안아파트)","35297","21세기지압안마원","20201203142910","U","2020-12-05 02:40:00.0","안마원","234402.930182","314817.476955","안마원","","","","","","","","63.49",
"2476","의료유사업","01_01_10_P","3680000","PHMB420063680022042400003","20061220","","01","영업/정상","13","영업중","","","","","042-627-5353","","","대전광역시 대덕구 중리동 207-8","대전광역시 대덕구 중리동로17번길 52, 1층 (중리동)","34395","천지인지압안마원","20211223110342","U","2021-12-25 02:40:00.0","안마원","238255.158674","317826.551186","안마원","1","0","0","0","0","1","0","75.24",
"2477","의료유사업","01_01_10_P","3680000","PHMB420133680022042400001","20130718","","01","영업/정상","13","영업중","","","","","042-321-7441","","","","대전광역시 대덕구 중리동로56번길 24, 1층 (중리동)","34390","와아! 지압안마원","20150917090302","I","2018-08-31 23:59:59.0","안마원","238538.564754","318244.632782","안마원","","","","","","","","46.05",
"2478","의료유사업","01_01_10_P","3680000","PHMB420143680022042400001","20141016","","01","영업/정상","13","영업중","","","","","","","","","대전광역시 대덕구 한남로 115 (오정동)","34435","큰손안마원","20141016165043","I","2018-08-31 23:59:59.0","안마원","237357.006616","316538.174899","안마원","","","","","","3","","51.37",
"2479","의료유사업","01_01_10_P","3680000","PHMB420173680022042400001","20170315","","01","영업/정상","13","영업중","","","","","042-622-4822","","","","대전광역시 대덕구 옛신탄진로 121, 2층 (오정동, 대림빌딩)","34435","금강안마원","20170316100201","I","2018-08-31 23:59:59.0","안마원","237562.015676","316698.70716","안마원","0","","","","","","","73.26",
"2480","의료유사업","01_01_10_P","3660000","PHMB420063660023042400002","20060207","","01","영업/정상","13","영업중","","","","","042-488-8277","","302283","대전광역시 서구 월평3동 298번지 2층","대전광역시 서구 한밭대로 701, 2층 (월평동)","35220","라파지압안마원","20191108151712","U","2019-11-10 02:40:00.0","안마원","233758.554903","317549.339741","안마원","1","","","","","2","","54.91",
"2481","의료유사업","01_01_10_P","3660000","PHMB420103660023042400001","20100118","","01","영업/정상","13","영업중","","","","","042-531-1556","","302171","대전광역시 서구 갈마1동 391번지 2호","대전광역시 서구 계룡로342번길 207 (갈마동)","35281","강덕안마원","20120216100646","I","2018-08-31 23:59:59.0","안마원","232861.492549","316047.464319","안마원","1","","","","","1","0","55.39",
"2482","의료유사업","01_01_10_P","3660000","PHMB420133660023042400001","20130225","","01","영업/정상","13","영업중","","","","","042-545-7259","","302801","대전광역시 서구 가수원동 628번지 (3층)","대전광역시 서구 벌곡로1285번길 120, 3층 (가수원동)","35391","약손지압안마원","20130226161313","I","2018-08-31 23:59:59.0","안마원","231434.711562","310507.732577","안마원","1","","","","","","","59.94",
"2483","의료유사업","01_01_10_P","3660000","PHMB420133660023042400002","20130513","","01","영업/정상","13","영업중","","","","","482-7913","","302859","대전광역시 서구 탄방동 707번지   207호","대전광역시 서구 둔산중로 20, 207호 (탄방동)","35260","건강한안마원","20160707095000","I","2018-08-31 23:59:59.0","안마원","234687.414671","316466.718231","안마원","1","","","","","","","39.77",
"2484","의료유사업","01_01_10_P","3660000","PHMB420143660023042400001","20140106","","01","영업/정상","13","영업중","","","","","042-840-7753","","","대전광역시 서구 정림동 584 우성아파트1차","대전광역시 서구 정림로 55, 209호 (정림동, 우성아파트1차)","35397","명심안마원","20201203142336","U","2020-12-05 02:40:00.0","안마원","232638.094769","311633.761813","안마원","1","","","","","","","33.37",
"2485","의료유사업","01_01_10_P","3660000","PHMB420103660023042400004","20100421","","01","영업/정상","13","영업중","","","","","532-1907","","302200","대전광역시 서구 괴정동 98번지 22호","대전광역시 서구 괴정로8번길 113 (괴정동)","35293","조완종안마원","20120207173857","I","2018-08-31 23:59:59.0","안마원","234022.775791","315133.51875","안마원","1","","","","","1","0","56.98",
"2486","의료유사업","01_01_10_P","3660000","PHMB420103660023042400006","20100625","","01","영업/정상","13","영업중","","","","","042-525-9675","","","대전광역시 서구 갈마동 1438번지 3층 301호","대전광역시 서구 대덕대로168번길 26, 3층 301호 (갈마동)","35265","송경진지압안마원","20160404180721","I","2018-08-31 23:59:59.0","안마원","233789.367127","316315.228965","안마원","1","","","","","1","0","90.7",
"2487","의료유사업","01_01_10_P","3660000","PHMB420123660023042400001","20120208","","01","영업/정상","13","영업중","","","","","522-4008","","302837","대전광역시 서구 변동 57번지 5호 성암화인빌 1층","대전광역시 서구 도마로 51 (변동, 성암화인빌 1층)","35324","고침안마원","20120424111627","I","2018-08-31 23:59:59.0","안마원","233691.517231","313595.983111","안마원","1","","","","","1","","29.08",
"2488","의료유사업","01_01_10_P","3660000","PHMB420163660023042400003","20160411","","01","영업/정상","13","영업중","","","","","042-471-9990","","","대전광역시 서구 월평동 271","대전광역시 서구 청사서로 26, 504호 (월평동)","35214","몸사랑안마원","20201203142739","U","2020-12-05 02:40:00.0","안마원","233759.659101","317768.96919","안마원","1","","","","","1","","34.56",
"2489","의료유사업","01_01_10_P","3660000","PHMB420163660023042400004","20160425","","01","영업/정상","13","영업중","","","","","042-322-7288","","","대전광역시 서구 탄방동 1196번지","대전광역시 서구 탄방로7번길 132, 1층 (탄방동)","35252","이선생안마원","20200422175310","U","2020-04-24 02:40:00.0","안마원","235475.007501","316423.509095","안마원","1","","","","","1","","53.2",
"2490","의료유사업","01_01_10_P","3660000","PHMB420163660023042400005","20160527","","01","영업/정상","13","영업중","","","","","042-472-5992","","","대전광역시 서구 둔산동 1845","대전광역시 서구 둔산로 230, 2층 (둔산동)","35250","명인안마원","20201203142824","U","2020-12-05 02:40:00.0","안마원","235789.020507","316765.0775","안마원","","","","","","","","42.2",
"2491","의료유사업","01_01_10_P","3660000","PHMB420163660023042400007","20161222","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 용문동 277번지 1호","대전광역시 서구 도산로 342, 2층 (용문동)","35302","건강지킴 안마원","20161226093230","I","2018-08-31 23:59:59.0","안마원","234937.126608","315034.622799","안마원","1","","","","","","","70.54",
"2492","의료유사업","01_01_10_P","3270000","PHMB420133270022042400001","20130123","","01","영업/정상","13","영업중","","","","","464-7535","","601812","부산광역시 동구 수정2동 96번지 7호","부산광역시 동구 중앙대로349번길 38 (수정동)","48791","진안마원","20220517091806","U","2022-05-19 02:40:00.0","안마원","386355.598444789","182723.923801479","안마원","1","0","0","0","0","0","0","144.36",
"2493","의료유사업","01_01_10_P","3380000","PHMB420103380023042400001","20101007","","01","영업/정상","13","영업중","","","","","051-761-1188","","613830","부산광역시 수영구 수영동 450번지 15호 4층","부산광역시 수영구 연수로401번길 4, 4층 (수영동)","48232","바른몸건강지킴이안마원","20191127163139","U","2019-11-29 02:40:00.0","안마원","392486.770794517","187552.427076173","안마원","4","","","","","","","112.22",
"2494","의료유사업","01_01_10_P","3380000","PHMB420133380023042400001","20131004","","01","영업/정상","13","영업중","","","","","051-622-2807","","","부산광역시 수영구 남천동 271번지 3호","부산광역시 수영구 수영로384번길 26, 2층 (남천동)","48312","지압박사 안마원","20180710180002","I","2018-08-31 23:59:59.0","안마원","392008.52723657","184333.352487596","안마원","0","","","","","","0","62.78",
"2495","의료유사업","01_01_10_P","3270000","PHMB420043270022042400001","20041101","","01","영업/정상","13","영업중","","","","","632-1122","","601823","부산광역시 동구 좌천동 668번지 2호","부산광역시 동구 고관로 164 (좌천동)","48775","한성안마원","20111219170631","I","2018-08-31 23:59:59.0","안마원","386844.148030532","183305.334262891","안마원","1","","","","","1","","27",
"2496","의료유사업","01_01_10_P","3270000","PHMB420133270022042400002","20130906","","01","영업/정상","13","영업중","","","","","867-9417","","601808","부산광역시 동구 범일2동 830번지 187호","부산광역시 동구 조방로 38 (범일동)","48739","온지압안마원","20220517132834","U","2022-05-19 02:40:00.0","안마원","387803.448866113","184265.725826944","안마원","4","0","0","0","0","0","0","125.37",
"2497","의료유사업","01_01_10_P","3270000","PHMB420153270022042400002","20150828","","01","영업/정상","13","영업중","","","","","204-7575","","","부산광역시 동구 범일동 901번지","부산광역시 동구 범일로 113, 2층 (범일동)","48735","HC힐링안마원","20161006100347","I","2018-08-31 23:59:59.0","안마원","387579.291668791","184263.875327669","안마원","1","","","","","2","","142.46",
"2498","의료유사업","01_01_10_P","3270000","PHMB420163270022042400001","20161104","","01","영업/정상","13","영업중","","","","","051-635-7575","","","부산광역시 동구 범일동 830번지 55호","부산광역시 동구 조방로 39-11, 5층 (범일동)","48738","가자장수힐링지압안마원","20220516144755","U","2022-05-18 02:40:00.0","안마원","387778.133002376","184195.377422615","안마원","6","0","0","0","0","1","0","153.87",
"2499","의료유사업","01_01_10_P","3300000","PHMB420033300024042400002","20030402","","01","영업/정상","13","영업중","","","","","051-557-1470","","607010","부산광역시 동래구 명륜동 433번지 3호","부산광역시 동래구 명륜로103번길 2, 2층 (명륜동)","47738","약손경락지압원","20181224195921","U","2018-12-26 02:40:00.0","안마원","389626.38719954","191311.330037512","안마원","2","","","","","3","","95.83",
"2500","의료유사업","01_01_10_P","5670000","PHMB420115670066042400001","20111021","","01","영업/정상","13","영업중","","","","","055-247-5575","","","","경상남도 창원시 마산합포구 반월동1길 18, 우체국 골목 골프연습장앞동 (월포동)","51739","건강찾기안마원","20150624091626","I","2021-07-02 00:23:01.0","안마원","342437.713322357","189092.149677173","안마원","1","","","","","1","","30.14",
"2501","의료유사업","01_01_10_P","5670000","PHMB420115670066042400002","20111228","","01","영업/정상","13","영업중","","","","","055-253-5569","","630811","경상남도 창원시 마산회원구 양덕동 151번지 28호","경상남도 창원시 마산회원구 삼호로 36, 신세계백화점앞동 2층 (양덕동)","51320","전통안마지압센타","20220308174158","U","2022-03-10 02:40:00.0","안마원","344396.521594385","192503.998289089","안마원","3","0","0","0","0","3","0","34.78",
"2502","의료유사업","01_01_10_P","5670000","PHMB420055670062042400001","20051011","","01","영업/정상","13","영업중","","","","","284-8374","","642010","경상남도 창원시 성산구 상남동 17-2번지 아이죤빌딩 6,7층","경상남도 창원시 성산구 마디미로21번길 4 (상남동, 아이죤빌딩6,7층)","51496","설탕안마시술소","20211231100929","U","2022-01-02 02:40:00.0","안마시술소","353327.311367463","192716.328469033","안마시술소","2","0","0","0","0","20","0","429",
"2503","의료유사업","01_01_10_P","5670000","PHMB420005670066042400001","20000311","","01","영업/정상","13","영업중","","","","","055-297-8917","","630809","경상남도 창원시 마산회원구 양덕동 18번지 18호","경상남도 창원시 마산회원구 팔용로 3, 양덕사거리동 2층 (양덕동)","51364","동양지압시술원","20191211145812","I","2021-07-02 00:23:01.0","안마원","344211.007330479","193502.635445952","안마원","1","","","","","1","","38.18",
"2504","의료유사업","01_01_10_P","5670000","PHMB420025670066042400001","20020827","","01","영업/정상","13","영업중","","","","","055-244-2028","","631395","경상남도 창원시 마산합포구 월남동5가 4번지 3호 2층","경상남도 창원시 마산합포구 신마산시장길 14, 번개떡집위쪽동 2층 (월남동5가)","51744","마산물리지압시술원","20150623182308","I","2021-07-02 00:23:01.0","안마원","341975.417566799","187992.406825211","안마원","1","","","","","1","","115",
"2505","의료유사업","01_01_10_P","5670000","PHMB420135670066042400001","20130314","","01","영업/정상","13","영업중","","","","","055-221-7577","","","경상남도 창원시 마산합포구 중성동 11번지 6호","경상남도 창원시 마산합포구 오동서17길 10-16, 1층 (중성동)","51283","정일품안마원","20200320084920","I","2021-07-02 00:23:01.0","안마원","343232.788344209","191235.396181495","안마원","1","","","","","1","","57.79",
"2506","의료유사업","01_01_10_P","5670000","PHMB420105670066042400003","20100205","","01","영업/정상","13","영업중","","","","","055-222-0179","","630821","경상남도 창원시 마산회원구 회원1동 415번지 3호 한효프라자 506호 507호","경상남도 창원시 마산회원구 북성로 118 (회원동)","51296","한효안마센타","20191211145531","I","2021-07-02 00:23:01.0","안마원","342955.903665144","192049.951673678","안마원","3","","","","","2","","92.04",
"2507","의료유사업","01_01_10_P","5670000","PHMB420135670066042400002","20130410","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산합포구 추산동 80번지","경상남도 창원시 마산합포구 성호남1길 21, 1층 (추산동)","51281","핸드테크지압원","20191211145338","I","2021-07-02 00:23:01.0","안마원","342928.975265818","190692.918823931","안마원","1","","","","","1","","100",
"2508","의료유사업","01_01_10_P","5670000","PHMB420135670066042400003","20130717","","01","영업/정상","13","영업중","","","","","055-255-3525","","","경상남도 창원시 마산회원구 합성동 131번지 8호","경상남도 창원시 마산회원구 합성옛길 271 (합성동)","51356","화타의손","20191211145827","I","2021-07-02 00:23:01.0","안마원","344419.408387212","194884.186875313","안마원","1","","","","","1","","184.33",
"2509","의료유사업","01_01_10_P","5670000","PHMB420135670447042400003","20131226","","01","영업/정상","13","영업중","","","","","294-2080","","641465","경상남도 창원시 의창구 팔용동 124번지 2호 대동중앙아파트 10동 상가 3층 303호","경상남도 창원시 의창구 반계로 103 (팔용동)","51373","마이더스안마원","20131226173341","I","2021-07-02 00:23:01.0","안마원","347001.185926615","196266.657999607","안마원","","","","","","1","","71.82",
"2510","의료유사업","01_01_10_P","5670000","PHMB420145670447042400002","20140609","","01","영업/정상","13","영업중","","","","","286-6734","","642832","경상남도 창원시 성산구 상남동 20번지 3호 새미래빌딩 201호","경상남도 창원시 성산구 마디미로31번길 10 (상남동)","51496","윤안마원","20201203152154","I","2021-07-02 00:23:01.0","안마원","353310.732479313","192608.57456581","안마원","2","","","","","7","","127.8",
"2511","의료유사업","01_01_10_P","5670000","PHMB420155670554042400001","20150313","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 성산구 반지동 78번지 케이프타운 4037, 4038호","경상남도 창원시 성산구 원이대로393번길 25, 케이프타운 4층 4037, 4038호 (반지동)","51420","명인안마원","20190827150450","I","2021-07-02 00:23:01.0","안마원","351260.497720937","194674.701177349","안마원","","","","","","2","","115",
"2512","의료유사업","01_01_10_P","5670000","PHMB420165670066042400001","20160603","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 양덕동 149번지 21호","경상남도 창원시 마산회원구 용마로 126, 3층 303호호 (양덕동)","51320","행복한지압원","20191211145754","I","2021-07-02 00:23:01.0","안마원","344298.521156273","192712.636761027","안마원","1","","","","","2","","126.31",
"2513","의료유사업","01_01_10_P","5670000","PHMB420165670554042400001","20161107","","01","영업/정상","13","영업중","","","","","055-251-2398","","","경상남도 창원시 의창구 서상동 691번지 3호 로뎀빌 2층","경상남도 창원시 의창구 평산로159번길 9, 2층 (서상동)","51371","현안마원","20161107175956","I","2021-07-02 00:23:01.0","안마원","347579.984030019","196463.951932355","안마원","","","","","","4","","58",
"2514","의료유사업","01_01_10_P","5670000","PHMB420165670554042400002","20161220","","01","영업/정상","13","영업중","","","","","055-277-7580","","","경상남도 창원시 의창구 봉곡동 37번지 3호 청마상가 4층 403, 404호","경상남도 창원시 의창구 원이대로 283, 4층 403, 404호 (봉곡동, 청마상가)","51176","편한몸안마원","20200728171633","I","2021-07-02 00:23:01.0","안마원","350203.582312273","194958.017673556","안마원","2","","","","","5","","176.46",
"2515","의료유사업","01_01_10_P","5670000","PHMB420175670066042400002","20170203","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산합포구 진동면 진동리 488번지 3호","경상남도 창원시 마산합포구 진동면 서촌숲끝길 16","51793","기룡안마센타","20191211145402","I","2021-07-02 00:23:01.0","안마원","335536.341179129","180706.295974346","안마원","1","","","","","2","0","66",
"2516","의료유사업","01_01_10_P","5670000","PHMB420175670071042400001","20170306","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 진해구 용원동 1202-14","경상남도 창원시 진해구 용재로 11-1 (용원동)","51605","실로암안마지압원","20211231172323","U","2022-01-02 02:40:00.0","안마원","365079.121705059","179640.569992169","안마원","1","0","0","0","0","0","0","58.74",
"2517","의료유사업","01_01_10_P","5670000","PHMB420175670554042400001","20170418","","01","영업/정상","13","영업중","","","","","055-283-2220","","","경상남도 창원시 성산구 신월동 41번지 2호","경상남도 창원시 성산구 신월로 8, 1층 (신월동)","51443","백세안마원","20211214175302","U","2021-12-16 02:40:00.0","안마원","","","안마원","0","0","0","0","0","0","0","112",
"2518","의료유사업","01_01_10_P","5330000","PHMB420185330023042400002","20180716","","01","영업/정상","13","영업중","","","","","055-646-9981","","","경상남도 통영시 서호동 177번지 401호 용정크럽","경상남도 통영시 새터길 18, 2층 (서호동)","53055","참좋은지압안마원","20180719092630","I","2018-08-31 23:59:59.0","안마원","329639.514167815","150048.555814221","안마원","1","","","","","2","","136",
"2519","의료유사업","01_01_10_P","5330000","PHMB420085330023042400001","20080630","","01","영업/정상","13","영업중","","","","","641-5285","","650800","경상남도 통영시 무전동 993번지 3호 (2,3층)","경상남도 통영시 안개로 32, 2,3층 (무전동)","53037","쵸이스안마시술소","20180723142159","I","2018-08-31 23:59:59.0","안마시술소","330785.097190775","151988.350000898","안마시술소","7","","","","","10","","396.76",
"2520","의료유사업","01_01_10_P","5330000","PHMB420145330023042400001","20140303","","01","영업/정상","13","영업중","","","","","055-648-8771","","","경상남도 통영시 당동 300번지 2호","경상남도 통영시 당동길 4 (당동)","53065","통영지압안마원","20191203182623","U","2019-12-05 02:40:00.0","안마원","328838.336032139","149583.77643059","안마원","1","","","","","1","","52.63",
"2521","의료유사업","01_01_10_P","5360000","PHMB419925360021042400001","19920413","","01","영업/정상","13","영업중","","","","","352-3175","","","경상남도 밀양시 내이동 1179번지 1호","경상남도 밀양시 터미널3길 13 (내이동)","50423","재생지압침술원","20180726141128","I","2018-08-31 23:59:59.0","안마원","358078.059706849","223624.921121857","안마원","1","","","","","","","58",
"2522","의료유사업","01_01_10_P","5360000","PHMB419995360021042400001","19990904","","01","영업/정상","13","영업중","","","","","352-0062","","627874","경상남도 밀양시 무안면 무안리 736번지 3호","경상남도 밀양시 무안면 문화중앙길 18-1","50408","유명지압침술원","20111219143659","I","2018-08-31 23:59:59.0","안마원","349666.807157476","219915.585663666","안마원","1","","","","","","","34.82",
"2523","의료유사업","01_01_10_P","5360000","PHMB420025360021042400001","20020125","","01","영업/정상","13","영업중","","","","","356-0855","","627803","경상남도 밀양시 내이동 678번지 7호","경상남도 밀양시 하송정3길 26 (내이동)","50428","행림안마원","20121022094452","I","2018-08-31 23:59:59.0","안마원","358665.875237469","223480.486324622","안마원","1","","","","","","","82.53",
"2524","의료유사업","01_01_10_P","4220000","PHMB420164220024042400001","20160630","","01","영업/정상","13","영업중","","","","","033-552-6537","","","강원도 태백시 황지동 95번지 9호","강원도 태백시 황지로 34-1, 2층 (황지동)","26021","태백건강안마원","20181121115348","U","2018-11-23 02:35:54.0","안마원","376786.401135022","408519.915309989","안마원","1","","","","","","0","108.6",
"2525","의료유사업","01_01_10_P","4330000","PHMB419984330012042400001","19980303","","01","영업/정상","13","영업중","","","","","461-5758","","","강원도 인제군 기린면 현리 415번지 10호","강원도 인제군 기린면 기린로 47-1","24660","오행침안마원","20200511112413","U","2020-05-13 02:40:00.0","안마원","315780.058851239","495684.484116751","안마원","1","","","","","1","","36.61",
"2526","의료유사업","01_01_10_P","4180000","PHMB420094180029042400001","20090121","","01","영업/정상","13","영업중","","","","","033)251-9989","","","강원도 춘천시 칠전동 424번지","강원도 춘천시 옛경춘로 334 (칠전동)","24459","황용진안마원","20191231091520","U","2020-01-02 02:40:00.0","안마원","260896.301005636","482733.809931579","안마원","1","","","","","1","","64",
"2527","의료유사업","01_01_10_P","4180000","PHMB419754180029042400002","19750501","","01","영업/정상","13","영업중","","","","","033-251-5588","","200949","강원도 춘천시 효자동 434번지 13호","강원도 춘천시 효자로 63 (효자동)","24336","길인배 안마원","20161103101643","I","2018-08-31 23:59:59.0","안마원","264192.471672806","485462.389593676","안마원","","","","","","1","","50",
"2528","의료유사업","01_01_10_P","4180000","PHMB419854180029042400001","19850507","","01","영업/정상","13","영업중","","","","","033)256-0303","","200931","강원도 춘천시 근화동 711번지 10호","강원도 춘천시 공지로 442-17 (근화동)","","김영삼 시술소","20161103095936","I","2018-08-31 23:59:59.0","안마원","263117.634421077","485990.36467123","안마원","","","","","","2","","35.43",
"2529","의료유사업","01_01_10_P","4180000","PHMB419944180029042400001","19940512","","01","영업/정상","13","영업중","","","","","033-255-1471","","200112","강원도 춘천시 소양로2가 174번지 5호","강원도 춘천시 소양로 174 (소양로2가)","","호반 안마원","20161103101045","I","2018-08-31 23:59:59.0","안마원","263711.510546633","487578.404428564","안마원","","","","","","1","","22.32",
"2530","의료유사업","01_01_10_P","4330000","PHMB420024330012042400001","20020627","","01","영업/정상","13","영업중","","","","","461-3208","","","","강원도 인제군 인제읍 비봉로 9-2","24635","한림침안마시술원","20150714165541","I","2018-08-31 23:59:59.0","안마원","302933.11456900000","508223.59968100000","안마원","1","","","","","1","","87.61",
"2531","의료유사업","01_01_10_P","4330000","PHMB420064330012042400001","20060330","","01","영업/정상","13","영업중","","","","","461-2356","","","강원도 인제군 서화면 천도리 625-7","강원도 인제군 서화면 천도로 110","24603","동명침안마원","20210628130210","U","2021-06-30 02:40:00.0","안마원","305786.286120869","525021.628839023","안마원","1","","","","","1","","33",
"2532","의료유사업","01_01_10_P","4180000","PHMB419954180029042400001","19950929","","01","영업/정상","13","영업중","","","","","033-257-3332","","200941","강원도 춘천시 조양동 43번지 5호","강원도 춘천시 시청길10번길 11 (조양동)","","태림시술원","20161103100827","I","2018-08-31 23:59:59.0","안마원","264091.937722338","486581.177914785","안마원","1","","","","","1","","91.2",
"2533","의료유사업","01_01_10_P","4180000","PHMB420024180029042400002","20020410","","01","영업/정상","13","영업중","","","","","033)242-7588","","","강원도 춘천시 소양로1가 94번지 5호","강원도 춘천시 번개시장길 5 (소양로1가)","24247","승록안마원","20161103101209","I","2018-08-31 23:59:59.0","안마원","263767.871908096","487723.002531026","안마원","1","","","","","1","","110.6",
"2534","의료유사업","01_01_10_P","4180000","PHMB420034180029042400001","20031212","","01","영업/정상","13","영업중","","20120330","20120930","","033)244-1235","","200941","강원도 춘천시 조양동 24번지 1호","강원도 춘천시 시청길 16-1 (조양동)","24352","중앙안마시술소","20220620114613","U","2022-06-22 02:40:00.0","안마시술소","264126.999999641","486655.098310509","안마시술소","2","0","0","0","0","16","0","541.76",
"2535","의료유사업","01_01_10_P","4180000","PHMB420074180029042400001","20070426","","01","영업/정상","13","영업중","","","","","033-241-0325","","200938","강원도 춘천시 온의동 544번지","강원도 춘천시 춘주로92번길 19 (온의동)","","정다운 안마원","20161103100157","I","2018-08-31 23:59:59.0","안마원","263196.672856354","484448.457576593","안마원","","","","","","1","","23.31",
"2536","의료유사업","01_01_10_P","4180000","PHMB420074180029042400002","20070906","","01","영업/정상","13","영업중","","","","","033-264-1875","","200936","강원도 춘천시 석사동 698번지 7호","강원도 춘천시 효석로89번길 19 (석사동)","","박기철 안마원","20211216125949","U","2021-12-18 02:40:00.0","안마원","265104.729081367","484444.24384654","안마원","0","0","0","0","0","1","0","45.5",
"2537","의료유사업","01_01_10_P","4180000","PHMB420084180029042400001","20080324","","01","영업/정상","13","영업중","","","","","033)244-2999","","200959","강원도 춘천시 후평1동 684번지 19호","강원도 춘천시 성심로47번길 32 (후평동)","","바오로안마원","20090615133029","I","2018-08-31 23:59:59.0","안마원","265362.67461616","486709.709273983","안마원","1","","","","","","","35",
"2538","의료유사업","01_01_10_P","4180000","PHMB420114180029042400001","20110126","","01","영업/정상","13","영업중","","","","","242-5123","","200952","강원도 춘천시 효자동 164번지 4호 10통 3반","강원도 춘천시 효제길 34 (효자동)","","함수영건강지킴이안마원","20110127124632","I","2018-08-31 23:59:59.0","안마원","264760.859191734","485650.181324209","안마원","1","","","","","","","23",
