번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
2446,의료유사업,01_01_10_P,4830000,PHMB420214830021042400001,20211014,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 문평면 학동리 480,전라남도 나주시 문평면 수동길 84-9,58286,수동지압원,2.0211E+13,I,22:46.0,안마원,165633.9618,171259.4021,안마원,0,0,0,0,0,3,0,140
2447,의료유사업,01_01_10_P,4180000,PHMB420214180029042400002,20211201,,1,영업/정상,13,영업중,,,,,033-262-1868,,,강원도 춘천시 석사동 724-3,"강원도 춘천시 애막골길3번길 61, 1층 (석사동)",24320,수기모아안마원,2.02112E+13,I,22:43.0,안마원,266392.6594,485176.2503,안마원,1,0,0,0,0,4,0,106.22
2448,의료유사업,01_01_10_P,3550000,PHMB420213550020042400002,20211118,,1,영업/정상,13,영업중,,,,,032-555-2236,,,인천광역시 계양구 작전동 897-1,"인천광역시 계양구 장제로 719-23, 5층 502호 (작전동)",21085,계산지압안마원,2.02111E+13,I,22:43.0,안마원,176334.7042,447885.4953,안마원,1,0,0,0,0,5,0,111.03
2449,의료유사업,01_01_10_P,3560000,PHMB420213560021042400003,20211014,,1,영업/정상,13,영업중,,,,,032-710-7571,,,인천광역시 서구 가좌동 79 301호,"인천광역시 서구 건지로399번길 3, 301호 (가좌동)",22807,가좌보건안마원,2.0211E+13,I,22:46.0,안마원,172141.968,443807.9782,안마원,1,0,0,0,0,4,0,299.71
2450,의료유사업,01_01_10_P,3780000,PHMB420213780064042400001,20211025,,1,영업/정상,13,영업중,,,,,031-704-8885,,,경기도 성남시 분당구 서현동 306-3 건일빌딩,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 3층 303호 (서현동)",13587,서현국가공인안마센터안마원,2.02112E+13,U,40:00.0,안마원,212066.6244,430192.4512,안마원,0,0,0,0,0,0,0,80.99
2451,의료유사업,01_01_10_P,3990000,PHMB420213990310042400001,20211105,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 별내동 1008 쎈타프라자,"경기도 남양주시 별내2로 64, 쎈타프라자 901호 (별내동)",12113,금손지압안마원,2.02111E+13,I,22:45.0,안마원,210953.8377,460458.9221,안마원,0,0,0,0,0,0,0,78.28
2452,의료유사업,01_01_10_P,3260000,PHMB420213260022042400001,20211103,,1,영업/정상,13,영업중,,,,,,,,부산광역시 서구 남부민동 112-26,"부산광역시 서구 천마로 145-1, 1층 (남부민동)",49262,영지압원,2.02201E+13,U,40:00.0,안마원,384433.9685,178508.6765,안마원,0,0,0,0,0,0,0,61.69
2453,의료유사업,01_01_10_P,3550000,PHMB420213550020042400003,20211119,,1,영업/정상,13,영업중,,,,,032-547-8580,,,인천광역시 계양구 용종동 212-6 계양신명스카이홈,"인천광역시 계양구 계산새로87번길 16, 계양신명스카이홈 2층 202호 (용종동)",21065,건강지킴안마원,2.02112E+13,I,22:52.0,안마원,176794.4688,448601.7671,안마원,1,0,0,0,0,4,0,88.16
2454,의료유사업,01_01_10_P,3740000,PHMB420213740106042400001,20211208,,1,영업/정상,13,영업중,,,,,031-212-7554,,,경기도 수원시 영통구 이의동 1257-4 광교 파인렉스2,"경기도 수원시 영통구 대학3로4번길 2, 광교 파인렉스2 303호 (이의동)",16225,참손길지압힐링센터,2.02201E+13,U,40:00.0,안마원,203754.3352,421956.8455,안마원,2,0,0,0,0,5,0,220.66
2455,의료유사업,01_01_10_P,4620000,PHMB420214620040042400001,20211122,,1,영업/정상,13,영업중,,,,,041-672-8852,,,충청남도 태안군 태안읍 남문리 703-1,"충청남도 태안군 태안읍 군청로 26, 2층",32144,태안지압안마원,2.02112E+13,U,40:00.0,안마원,137446.5838,360980.9726,안마원,0,0,0,0,0,2,0,191.45
2456,의료유사업,01_01_10_P,4800000,PHMB420214800026042400001,20211108,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 849-7,전라남도 목포시 백년대로337번길 10-1(상동),58664,안마박사,2.02112E+13,U,40:00.0,안마원,147184.9711,145480.5548,안마원,1,0,0,0,0,0,0,138.25
2457,의료유사업,01_01_10_P,5530000,PHMB420215530440042400001,20211210,,1,영업/정상,13,영업중,,,,,031-372-7791,,,경기도 화성시 오산동 969-4,"경기도 화성시 동탄대로19길 10, 신유메디프라자 703,704호 (오산동)",18478,동탄보건안마원,2.02112E+13,I,22:53.0,안마원,208609.5256,410596.0386,안마원,3,0,0,0,0,0,0,136.7
2458,의료유사업,01_01_10_P,3390000,PHMB420213390023042400001,20211108,,1,영업/정상,13,영업중,,,,,051-313-0188,,,부산광역시 사상구 감전동 380-3 TY빌딩,"부산광역시 사상구 사상로 88, TY빌딩 5층 (감전동)",46983,팔팔지압원,2.02111E+13,I,22:45.0,안마원,381452.5107,185817.4762,안마원,1,0,0,0,0,0,0,93.32
2459,의료유사업,01_01_10_P,3690000,PHMB420213690018042400001,20210926,,1,영업/정상,13,영업중,,,,,052-904-2004,,,울산광역시 중구 학성동 78-18,"울산광역시 중구 학성공원4길 2-1, 1층 (학성동)",44527,천사의 손,2.02109E+13,I,22:47.0,안마원,412148.4494,230636.5713,안마원,4,0,0,0,0,1,0,121.71
2460,의료유사업,01_01_10_P,3980000,PHMB420213980021042400002,20211027,,1,영업/정상,13,영업중,,,,,315633002,,,,"경기도 구리시 검배로 56-1, 한림빌딩 (수택동)",11932,클래식안마원,2.02111E+13,I,22:45.0,안마원,212724.3027,454941.9638,안마원,1,0,0,0,0,1,0,99.64
2461,의료유사업,01_01_10_P,3270000,PHMB420213270022042400001,20211025,,1,영업/정상,13,영업중,,,,,516326544,,,부산광역시 동구 좌천동 325-3,"부산광역시 동구 중앙대로460번길 32, 1층 (좌천동)",48727,가구거리 햇님안마원,2.02111E+13,I,22:45.0,안마원,387347.1555,183710.8902,안마원,0,0,0,0,0,0,0,97.85
2462,의료유사업,01_01_10_P,3630000,PHMB420213630020042400001,20211112,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 쌍암동 655-4,"광주광역시 광산구 첨단중앙로170번길 12, 3층 (쌍암동)",62274,드림도수안마원,2.02111E+13,I,22:44.0,안마원,185578.7484,191261.4762,안마원,1,0,0,0,0,0,0,165.29
2463,의료유사업,01_01_10_P,4060000,PHMB420214060023042400002,20211103,,1,영업/정상,13,영업중,,,,,,,,경기도 파주시 광탄면 창만리 596-7,"경기도 파주시 광탄면 혜음로 1371, 회복이됐다안마원 1층",10951,회복이됐다안마원,2.02111E+13,U,40:00.0,안마원,186656.3536,477839.1713,안마원,1,0,0,0,0,3,0,46.74
2464,의료유사업,01_01_10_P,3290000,PHMB420213290024042400002,20211108,,1,영업/정상,13,영업중,,,,,051-819-1992,,,부산광역시 부산진구 부전동 130-5,"부산광역시 부산진구 서전로9번길 27, 4층 (부전동)",47245,해밀안마원,2.02111E+13,I,22:45.0,안마원,387711.3259,186381.3537,안마원,0,0,0,0,0,0,0,45.9
2465,의료유사업,01_01_10_P,3340000,PHMB420213340025042400001,20211124,,1,영업/정상,13,영업중,,,,,,,,부산광역시 사하구 괴정동 1284 사하역 비스타 동원 상가 301동 B102호,"부산광역시 사하구 낙동대로 280, 301동 B102호 (괴정동, 사하역 비스타 동원)",49343,서강안마지압원,2.02111E+13,I,22:55.0,안마원,,,안마원,0,0,0,0,0,0,0,49.6
2466,의료유사업,01_01_10_P,4390000,PHMB420214390029042400001,20211201,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 교현동 392-6,충청북도 충주시 야현4길 19(교현동),27374,거뜬안마원,2.02112E+13,I,22:43.0,안마원,283424.5228,386734.7765,안마원,1,0,0,0,0,0,0,130
2467,의료유사업,01_01_10_P,3740000,PHMB420213740032042400001,20211122,,1,영업/정상,13,영업중,,,,,031-298-8575,,,,"경기도 수원시 권선구 금곡로212번길 25, 광일프라자 506호 (금곡동)",16393,약손 지압 안마원,2.02111E+13,I,22:55.0,안마원,,,안마원,1,0,0,0,0,3,0,79.98
2468,의료유사업,01_01_10_P,3680000,PHMB420033680022042400001,20030314,,1,영업/정상,13,영업중,,,,,635-7550,,306826,대전광역시 대덕구 중리동 499번지 10호,대전광역시 대덕구 계족산로43번길 14 (중리동),,침사랑안마지압원,2.00903E+13,I,59:59.0,안마원,239077.1562,318108.4986,안마원,2,,,,,1,,64.5
2469,의료유사업,01_01_10_P,3680000,PHMB420163680022042400001,20160705,,1,영업/정상,13,영업중,,,,,,,34428,,"대전광역시 대덕구 계족로521번길 34, 102호 (중리동)",34428,하늘약손안마원,2.01607E+13,I,59:59.0,안마원,238573.2161,317603.7165,안마원,1,,,,,,0,31.9
2470,의료유사업,01_01_10_P,3660000,PHMB420153660023042400003,20151012,,1,영업/정상,13,영업중,,,,,042-863-9675,,,대전광역시 서구 둔산동 1858,"대전광역시 서구 문정로170번길 154, 2층 (둔산동)",35250,정안마원,2.02012E+13,U,40:00.0,안마원,235812.7725,316745.1385,안마원,1,,,,,,,68.62
2471,의료유사업,01_01_10_P,3660000,PHMB420163660023042400001,20160120,,1,영업/정상,13,영업중,,,,,042-300-0535,,,대전광역시 서구 관저동 1125,"대전광역시 서구 관저중로95번길 42, 1층 (관저동)",35372,사랑모아안마원,2.02012E+13,U,40:00.0,안마원,229789.0243,311169.4546,안마원,1,,,,,,,21.44
2472,의료유사업,01_01_10_P,3660000,PHMB420183660023042400002,20180711,,1,영업/정상,13,영업중,,,,,042-524-3375,,,대전광역시 서구 가장동 55 삼성 래미안아파트,"대전광역시 서구 가장로 106, 201,202호 (가장동, 삼성 래미안아파트)",35297,21세기지압안마원,2.02012E+13,U,40:00.0,안마원,234402.9302,314817.477,안마원,,,,,,,,63.49
2473,의료유사업,01_01_10_P,3680000,PHMB420063680022042400003,20061220,,1,영업/정상,13,영업중,,,,,042-627-5353,,,대전광역시 대덕구 중리동 207-8,"대전광역시 대덕구 중리동로17번길 52, 1층 (중리동)",34395,천지인지압안마원,2.02112E+13,U,40:00.0,안마원,238255.1587,317826.5512,안마원,1,0,0,0,0,1,0,75.24
2474,의료유사업,01_01_10_P,3680000,PHMB420133680022042400001,20130718,,1,영업/정상,13,영업중,,,,,042-321-7441,,,,"대전광역시 대덕구 중리동로56번길 24, 1층 (중리동)",34390,와아! 지압안마원,2.01509E+13,I,59:59.0,안마원,238538.5648,318244.6328,안마원,,,,,,,,46.05
2475,의료유사업,01_01_10_P,3680000,PHMB420143680022042400001,20141016,,1,영업/정상,13,영업중,,,,,,,,,대전광역시 대덕구 한남로 115 (오정동),34435,큰손안마원,2.0141E+13,I,59:59.0,안마원,237357.0066,316538.1749,안마원,,,,,,3,,51.37
2476,의료유사업,01_01_10_P,3680000,PHMB420173680022042400001,20170315,,1,영업/정상,13,영업중,,,,,042-622-4822,,,,"대전광역시 대덕구 옛신탄진로 121, 2층 (오정동, 대림빌딩)",34435,금강안마원,2.01703E+13,I,59:59.0,안마원,237562.0157,316698.7072,안마원,0,,,,,,,73.26
2477,의료유사업,01_01_10_P,3660000,PHMB420063660023042400002,20060207,,1,영업/정상,13,영업중,,,,,042-488-8277,,302283,대전광역시 서구 월평3동 298번지 2층,"대전광역시 서구 한밭대로 701, 2층 (월평동)",35220,라파지압안마원,2.01911E+13,U,40:00.0,안마원,233758.5549,317549.3397,안마원,1,,,,,2,,54.91
2478,의료유사업,01_01_10_P,3660000,PHMB420103660023042400001,20100118,,1,영업/정상,13,영업중,,,,,042-531-1556,,302171,대전광역시 서구 갈마1동 391번지 2호,대전광역시 서구 계룡로342번길 207 (갈마동),35281,강덕안마원,2.01202E+13,I,59:59.0,안마원,232861.4925,316047.4643,안마원,1,,,,,1,0,55.39
2479,의료유사업,01_01_10_P,3660000,PHMB420133660023042400001,20130225,,1,영업/정상,13,영업중,,,,,042-545-7259,,302801,대전광역시 서구 가수원동 628번지 (3층),"대전광역시 서구 벌곡로1285번길 120, 3층 (가수원동)",35391,약손지압안마원,2.01302E+13,I,59:59.0,안마원,231434.7116,310507.7326,안마원,1,,,,,,,59.94
2480,의료유사업,01_01_10_P,3660000,PHMB420133660023042400002,20130513,,1,영업/정상,13,영업중,,,,,482-7913,,302859,대전광역시 서구 탄방동 707번지   207호,"대전광역시 서구 둔산중로 20, 207호 (탄방동)",35260,건강한안마원,2.01607E+13,I,59:59.0,안마원,234687.4147,316466.7182,안마원,1,,,,,,,39.77
2481,의료유사업,01_01_10_P,3660000,PHMB420143660023042400001,20140106,,1,영업/정상,13,영업중,,,,,042-840-7753,,,대전광역시 서구 정림동 584 우성아파트1차,"대전광역시 서구 정림로 55, 209호 (정림동, 우성아파트1차)",35397,명심안마원,2.02012E+13,U,40:00.0,안마원,232638.0948,311633.7618,안마원,1,,,,,,,33.37
2482,의료유사업,01_01_10_P,3660000,PHMB420103660023042400004,20100421,,1,영업/정상,13,영업중,,,,,532-1907,,302200,대전광역시 서구 괴정동 98번지 22호,대전광역시 서구 괴정로8번길 113 (괴정동),35293,조완종안마원,2.01202E+13,I,59:59.0,안마원,234022.7758,315133.5188,안마원,1,,,,,1,0,56.98
2483,의료유사업,01_01_10_P,3660000,PHMB420103660023042400006,20100625,,1,영업/정상,13,영업중,,,,,042-525-9675,,,대전광역시 서구 갈마동 1438번지 3층 301호,"대전광역시 서구 대덕대로168번길 26, 3층 301호 (갈마동)",35265,송경진지압안마원,2.01604E+13,I,59:59.0,안마원,233789.3671,316315.229,안마원,1,,,,,1,0,90.7
2484,의료유사업,01_01_10_P,3660000,PHMB420123660023042400001,20120208,,1,영업/정상,13,영업중,,,,,522-4008,,302837,대전광역시 서구 변동 57번지 5호 성암화인빌 1층,"대전광역시 서구 도마로 51 (변동, 성암화인빌 1층)",35324,고침안마원,2.01204E+13,I,59:59.0,안마원,233691.5172,313595.9831,안마원,1,,,,,1,,29.08
2485,의료유사업,01_01_10_P,3660000,PHMB420163660023042400003,20160411,,1,영업/정상,13,영업중,,,,,042-471-9990,,,대전광역시 서구 월평동 271,"대전광역시 서구 청사서로 26, 504호 (월평동)",35214,몸사랑안마원,2.02012E+13,U,40:00.0,안마원,233759.6591,317768.9692,안마원,1,,,,,1,,34.56
2486,의료유사업,01_01_10_P,3660000,PHMB420163660023042400004,20160425,,1,영업/정상,13,영업중,,,,,042-322-7288,,,대전광역시 서구 탄방동 1196번지,"대전광역시 서구 탄방로7번길 132, 1층 (탄방동)",35252,이선생안마원,2.02004E+13,U,40:00.0,안마원,235475.0075,316423.5091,안마원,1,,,,,1,,53.2
2487,의료유사업,01_01_10_P,3660000,PHMB420163660023042400005,20160527,,1,영업/정상,13,영업중,,,,,042-472-5992,,,대전광역시 서구 둔산동 1845,"대전광역시 서구 둔산로 230, 2층 (둔산동)",35250,명인안마원,2.02012E+13,U,40:00.0,안마원,235789.0205,316765.0775,안마원,,,,,,,,42.2
2488,의료유사업,01_01_10_P,3660000,PHMB420163660023042400007,20161222,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 용문동 277번지 1호,"대전광역시 서구 도산로 342, 2층 (용문동)",35302,건강지킴 안마원,2.01612E+13,I,59:59.0,안마원,234937.1266,315034.6228,안마원,1,,,,,,,70.54
2489,의료유사업,01_01_10_P,3270000,PHMB420133270022042400001,20130123,,1,영업/정상,13,영업중,,,,,464-7535,,601812,부산광역시 동구 수정2동 96번지 7호,부산광역시 동구 중앙대로349번길 38 (수정동),48791,진안마원,2.02205E+13,U,40:00.0,안마원,386355.5984,182723.9238,안마원,1,0,0,0,0,0,0,144.36
2490,의료유사업,01_01_10_P,3380000,PHMB420103380023042400001,20101007,,1,영업/정상,13,영업중,,,,,051-761-1188,,613830,부산광역시 수영구 수영동 450번지 15호 4층,"부산광역시 수영구 연수로401번길 4, 4층 (수영동)",48232,바른몸건강지킴이안마원,2.01911E+13,U,40:00.0,안마원,392486.7708,187552.4271,안마원,4,,,,,,,112.22
2491,의료유사업,01_01_10_P,3380000,PHMB420133380023042400001,20131004,,1,영업/정상,13,영업중,,,,,051-622-2807,,,부산광역시 수영구 남천동 271번지 3호,"부산광역시 수영구 수영로384번길 26, 2층 (남천동)",48312,지압박사 안마원,2.01807E+13,I,59:59.0,안마원,392008.5272,184333.3525,안마원,0,,,,,,0,62.78
2492,의료유사업,01_01_10_P,3270000,PHMB420043270022042400001,20041101,,1,영업/정상,13,영업중,,,,,632-1122,,601823,부산광역시 동구 좌천동 668번지 2호,부산광역시 동구 고관로 164 (좌천동),48775,한성안마원,2.01112E+13,I,59:59.0,안마원,386844.148,183305.3343,안마원,1,,,,,1,,27
2493,의료유사업,01_01_10_P,3270000,PHMB420133270022042400002,20130906,,1,영업/정상,13,영업중,,,,,867-9417,,601808,부산광역시 동구 범일2동 830번지 187호,부산광역시 동구 조방로 38 (범일동),48739,온지압안마원,2.02205E+13,U,40:00.0,안마원,387803.4489,184265.7258,안마원,4,0,0,0,0,0,0,125.37
2494,의료유사업,01_01_10_P,3270000,PHMB420153270022042400002,20150828,,1,영업/정상,13,영업중,,,,,204-7575,,,부산광역시 동구 범일동 901번지,"부산광역시 동구 범일로 113, 2층 (범일동)",48735,HC힐링안마원,2.0161E+13,I,59:59.0,안마원,387579.2917,184263.8753,안마원,1,,,,,2,,142.46
2495,의료유사업,01_01_10_P,3270000,PHMB420163270022042400001,20161104,,1,영업/정상,13,영업중,,,,,051-635-7575,,,부산광역시 동구 범일동 830번지 55호,"부산광역시 동구 조방로 39-11, 5층 (범일동)",48738,가자장수힐링지압안마원,2.02205E+13,U,40:00.0,안마원,387778.133,184195.3774,안마원,6,0,0,0,0,1,0,153.87
2496,의료유사업,01_01_10_P,3300000,PHMB420033300024042400002,20030402,,1,영업/정상,13,영업중,,,,,051-557-1470,,607010,부산광역시 동래구 명륜동 433번지 3호,"부산광역시 동래구 명륜로103번길 2, 2층 (명륜동)",47738,약손경락지압원,2.01812E+13,U,40:00.0,안마원,389626.3872,191311.33,안마원,2,,,,,3,,95.83
2497,의료유사업,01_01_10_P,5670000,PHMB420115670066042400001,20111021,,1,영업/정상,13,영업중,,,,,055-247-5575,,,,"경상남도 창원시 마산합포구 반월동1길 18, 우체국 골목 골프연습장앞동 (월포동)",51739,건강찾기안마원,2.01506E+13,I,23:01.0,안마원,342437.7133,189092.1497,안마원,1,,,,,1,,30.14
2498,의료유사업,01_01_10_P,5670000,PHMB420115670066042400002,20111228,,1,영업/정상,13,영업중,,,,,055-253-5569,,630811,경상남도 창원시 마산회원구 양덕동 151번지 28호,"경상남도 창원시 마산회원구 삼호로 36, 신세계백화점앞동 2층 (양덕동)",51320,전통안마지압센타,2.02203E+13,U,40:00.0,안마원,344396.5216,192503.9983,안마원,3,0,0,0,0,3,0,34.78
2499,의료유사업,01_01_10_P,5670000,PHMB420055670062042400001,20051011,,1,영업/정상,13,영업중,,,,,284-8374,,642010,"경상남도 창원시 성산구 상남동 17-2번지 아이죤빌딩 6,7층","경상남도 창원시 성산구 마디미로21번길 4 (상남동, 아이죤빌딩6,7층)",51496,설탕안마시술소,2.02112E+13,U,40:00.0,안마시술소,353327.3114,192716.3285,안마시술소,2,0,0,0,0,20,0,429
2500,의료유사업,01_01_10_P,5670000,PHMB420005670066042400001,20000311,,1,영업/정상,13,영업중,,,,,055-297-8917,,630809,경상남도 창원시 마산회원구 양덕동 18번지 18호,"경상남도 창원시 마산회원구 팔용로 3, 양덕사거리동 2층 (양덕동)",51364,동양지압시술원,2.01912E+13,I,23:01.0,안마원,344211.0073,193502.6354,안마원,1,,,,,1,,38.18
2501,의료유사업,01_01_10_P,5670000,PHMB420025670066042400001,20020827,,1,영업/정상,13,영업중,,,,,055-244-2028,,631395,경상남도 창원시 마산합포구 월남동5가 4번지 3호 2층,"경상남도 창원시 마산합포구 신마산시장길 14, 번개떡집위쪽동 2층 (월남동5가)",51744,마산물리지압시술원,2.01506E+13,I,23:01.0,안마원,341975.4176,187992.4068,안마원,1,,,,,1,,115
2502,의료유사업,01_01_10_P,5670000,PHMB420135670066042400001,20130314,,1,영업/정상,13,영업중,,,,,055-221-7577,,,경상남도 창원시 마산합포구 중성동 11번지 6호,"경상남도 창원시 마산합포구 오동서17길 10-16, 1층 (중성동)",51283,정일품안마원,2.02003E+13,I,23:01.0,안마원,343232.7883,191235.3962,안마원,1,,,,,1,,57.79
2503,의료유사업,01_01_10_P,5670000,PHMB420105670066042400003,20100205,,1,영업/정상,13,영업중,,,,,055-222-0179,,630821,경상남도 창원시 마산회원구 회원1동 415번지 3호 한효프라자 506호 507호,경상남도 창원시 마산회원구 북성로 118 (회원동),51296,한효안마센타,2.01912E+13,I,23:01.0,안마원,342955.9037,192049.9517,안마원,3,,,,,2,,92.04
2504,의료유사업,01_01_10_P,5670000,PHMB420135670066042400002,20130410,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 추산동 80번지,"경상남도 창원시 마산합포구 성호남1길 21, 1층 (추산동)",51281,핸드테크지압원,2.01912E+13,I,23:01.0,안마원,342928.9753,190692.9188,안마원,1,,,,,1,,100
2505,의료유사업,01_01_10_P,5670000,PHMB420135670066042400003,20130717,,1,영업/정상,13,영업중,,,,,055-255-3525,,,경상남도 창원시 마산회원구 합성동 131번지 8호,경상남도 창원시 마산회원구 합성옛길 271 (합성동),51356,화타의손,2.01912E+13,I,23:01.0,안마원,344419.4084,194884.1869,안마원,1,,,,,1,,184.33
2506,의료유사업,01_01_10_P,5670000,PHMB420135670447042400003,20131226,,1,영업/정상,13,영업중,,,,,294-2080,,641465,경상남도 창원시 의창구 팔용동 124번지 2호 대동중앙아파트 10동 상가 3층 303호,경상남도 창원시 의창구 반계로 103 (팔용동),51373,마이더스안마원,2.01312E+13,I,23:01.0,안마원,347001.1859,196266.658,안마원,,,,,,1,,71.82
2507,의료유사업,01_01_10_P,5670000,PHMB420145670447042400002,20140609,,1,영업/정상,13,영업중,,,,,286-6734,,642832,경상남도 창원시 성산구 상남동 20번지 3호 새미래빌딩 201호,경상남도 창원시 성산구 마디미로31번길 10 (상남동),51496,윤안마원,2.02012E+13,I,23:01.0,안마원,353310.7325,192608.5746,안마원,2,,,,,7,,127.8
2508,의료유사업,01_01_10_P,5670000,PHMB420155670554042400001,20150313,,1,영업/정상,13,영업중,,,,,,,,"경상남도 창원시 성산구 반지동 78번지 케이프타운 4037, 4038호","경상남도 창원시 성산구 원이대로393번길 25, 케이프타운 4층 4037, 4038호 (반지동)",51420,명인안마원,2.01908E+13,I,23:01.0,안마원,351260.4977,194674.7012,안마원,,,,,,2,,115
2509,의료유사업,01_01_10_P,5670000,PHMB420165670066042400001,20160603,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산회원구 양덕동 149번지 21호,"경상남도 창원시 마산회원구 용마로 126, 3층 303호호 (양덕동)",51320,행복한지압원,2.01912E+13,I,23:01.0,안마원,344298.5212,192712.6368,안마원,1,,,,,2,,126.31
2510,의료유사업,01_01_10_P,5670000,PHMB420165670554042400001,20161107,,1,영업/정상,13,영업중,,,,,055-251-2398,,,경상남도 창원시 의창구 서상동 691번지 3호 로뎀빌 2층,"경상남도 창원시 의창구 평산로159번길 9, 2층 (서상동)",51371,현안마원,2.01611E+13,I,23:01.0,안마원,347579.984,196463.9519,안마원,,,,,,4,,58
2511,의료유사업,01_01_10_P,5670000,PHMB420165670554042400002,20161220,,1,영업/정상,13,영업중,,,,,055-277-7580,,,"경상남도 창원시 의창구 봉곡동 37번지 3호 청마상가 4층 403, 404호","경상남도 창원시 의창구 원이대로 283, 4층 403, 404호 (봉곡동, 청마상가)",51176,편한몸안마원,2.02007E+13,I,23:01.0,안마원,350203.5823,194958.0177,안마원,2,,,,,5,,176.46
2512,의료유사업,01_01_10_P,5670000,PHMB420175670066042400002,20170203,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 진동면 진동리 488번지 3호,경상남도 창원시 마산합포구 진동면 서촌숲끝길 16,51793,기룡안마센타,2.01912E+13,I,23:01.0,안마원,335536.3412,180706.296,안마원,1,,,,,2,0,66
2513,의료유사업,01_01_10_P,5670000,PHMB420175670071042400001,20170306,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 진해구 용원동 1202-14,경상남도 창원시 진해구 용재로 11-1 (용원동),51605,실로암안마지압원,2.02112E+13,U,40:00.0,안마원,365079.1217,179640.57,안마원,1,0,0,0,0,0,0,58.74
2514,의료유사업,01_01_10_P,5670000,PHMB420175670554042400001,20170418,,1,영업/정상,13,영업중,,,,,055-283-2220,,,경상남도 창원시 성산구 신월동 41번지 2호,"경상남도 창원시 성산구 신월로 8, 1층 (신월동)",51443,백세안마원,2.02112E+13,U,40:00.0,안마원,,,안마원,0,0,0,0,0,0,0,112
2515,의료유사업,01_01_10_P,5330000,PHMB420185330023042400002,20180716,,1,영업/정상,13,영업중,,,,,055-646-9981,,,경상남도 통영시 서호동 177번지 401호 용정크럽,"경상남도 통영시 새터길 18, 2층 (서호동)",53055,참좋은지압안마원,2.01807E+13,I,59:59.0,안마원,329639.5142,150048.5558,안마원,1,,,,,2,,136
2516,의료유사업,01_01_10_P,5330000,PHMB420085330023042400001,20080630,,1,영업/정상,13,영업중,,,,,641-5285,,650800,"경상남도 통영시 무전동 993번지 3호 (2,3층)","경상남도 통영시 안개로 32, 2,3층 (무전동)",53037,쵸이스안마시술소,2.01807E+13,I,59:59.0,안마시술소,330785.0972,151988.35,안마시술소,7,,,,,10,,396.76
2517,의료유사업,01_01_10_P,5330000,PHMB420145330023042400001,20140303,,1,영업/정상,13,영업중,,,,,055-648-8771,,,경상남도 통영시 당동 300번지 2호,경상남도 통영시 당동길 4 (당동),53065,통영지압안마원,2.01912E+13,U,40:00.0,안마원,328838.336,149583.7764,안마원,1,,,,,1,,52.63
2518,의료유사업,01_01_10_P,5360000,PHMB419925360021042400001,19920413,,1,영업/정상,13,영업중,,,,,352-3175,,,경상남도 밀양시 내이동 1179번지 1호,경상남도 밀양시 터미널3길 13 (내이동),50423,재생지압침술원,2.01807E+13,I,59:59.0,안마원,358078.0597,223624.9211,안마원,1,,,,,,,58
2519,의료유사업,01_01_10_P,5360000,PHMB419995360021042400001,19990904,,1,영업/정상,13,영업중,,,,,352-0062,,627874,경상남도 밀양시 무안면 무안리 736번지 3호,경상남도 밀양시 무안면 문화중앙길 18-1,50408,유명지압침술원,2.01112E+13,I,59:59.0,안마원,349666.8072,219915.5857,안마원,1,,,,,,,34.82
2520,의료유사업,01_01_10_P,5360000,PHMB420025360021042400001,20020125,,1,영업/정상,13,영업중,,,,,356-0855,,627803,경상남도 밀양시 내이동 678번지 7호,경상남도 밀양시 하송정3길 26 (내이동),50428,행림안마원,2.0121E+13,I,59:59.0,안마원,358665.8752,223480.4863,안마원,1,,,,,,,82.53
2521,의료유사업,01_01_10_P,4220000,PHMB420164220024042400001,20160630,,1,영업/정상,13,영업중,,,,,033-552-6537,,,강원도 태백시 황지동 95번지 9호,"강원도 태백시 황지로 34-1, 2층 (황지동)",26021,태백건강안마원,2.01811E+13,U,35:54.0,안마원,376786.4011,408519.9153,안마원,1,,,,,,0,108.6
2522,의료유사업,01_01_10_P,4330000,PHMB419984330012042400001,19980303,,1,영업/정상,13,영업중,,,,,461-5758,,,강원도 인제군 기린면 현리 415번지 10호,강원도 인제군 기린면 기린로 47-1,24660,오행침안마원,2.02005E+13,U,40:00.0,안마원,315780.0589,495684.4841,안마원,1,,,,,1,,36.61
