name,addr,phone,link,region,x,y,NAVER_addr
마음가득안마원,강원도 춘천시 춘천로312. 4층,033-252-6619,http://www.anmawon.com/FindShop/Detail?shopId=033-0039,강원,127.7476984,37.8816992,강원도 춘천시 춘천로 312
명안마원,강원 원주시 중앙시장길 11(중앙동자유시장 지하 나-7),010-9092-5272,http://www.anmawon.com/FindShop/Detail?shopId=033-0006,강원,127.9487726,37.350809,강원도 원주시 중앙시장길 11 자유시장
베데스다안마원,강원도 원주시 금불4길 32,010-4247-7740,http://www.anmawon.com/FindShop/Detail?shopId=033-0023,강원,127.9331204,37.3496436,강원도 원주시 금불4길 32
송화지압안마원,강원도 홍천군 홍천읍 연봉 중앙로 90-1,033-433-8575 010-8822-3535,http://www.anmawon.com/FindShop/Detail?shopId=033-0030,강원,127.8819011,37.6842207,강원도 홍천군 홍천읍 연봉중앙로 90-1
수기근통안마원,강원도 속초시 먹거리길 18. 2층,010-9603-9655,http://www.anmawon.com/FindShop/Detail?shopId=033-0040,강원,128.5747438,38.1962276,강원도 속초시 먹거리길 18
시원안마원,강원도 춘천시 석사동 768-3,033-263-7588  010-6254-7588,http://www.anmawon.com/FindShop/Detail?shopId=033-0028,강원,127.7494189,37.8631436,강원도 춘천시 애막골길16번길 22-1
약손지압안마원,강원도 강릉시 포남동 1174-92층,010-2800-7575,http://www.anmawon.com/FindShop/Detail?shopId=033-0019,강원,128.9098957,37.7697398,강원도 강릉시 하평길 10
오산시술원,강원도 홍천군 화촌면 굴운리 439,033-435-5286  010-6380-9936,http://www.anmawon.com/FindShop/Detail?shopId=033-0029,강원,127.9501351,37.7361799,강원도 홍천군 화촌면 굴운로75번길 20-3
오성안마원,강원도 횡성군 횡성읍 화성로3 (읍상리)2층,033-345-0975,http://www.anmawon.com/FindShop/Detail?shopId=033-0014,강원,127.9877374,37.4915078,강원도 횡성군 횡성읍 화성로 3
오행침시술원,강원 인제군 기린면 기린로 47-1,033-461-5758 010-4780-5758,http://www.anmawon.com/FindShop/Detail?shopId=033-0032,강원,128.3181707,37.9564618,강원도 인제군 기린면 기린로 47-1
이승민건강지킴이,강원도 홍천군 홍천읍 희망로 67,033-432-1075,http://www.anmawon.com/FindShop/Detail?shopId=033-0031,강원,127.8903578,37.6942749,강원도 홍천군 홍천읍 희망로 67
정다운안마원,강원 춘천시 온의동544,010-6373-0191 033-241-0325,http://www.anmawon.com/FindShop/Detail?shopId=033-0010,강원,127.718955,37.8604459,강원도 춘천시 춘주로92번길 19
중화한안마원(황용진안마원),강원도 춘천시 옛경춘로 334 (칠전동),033-251-9989,http://www.anmawon.com/FindShop/Detail?shopId=033-0033,강원,127.6928657,37.8451452,강원도 춘천시 옛경춘로 334
참편한안마원,강원도 춘천시 충혼길 44 (온의동),033-255-7175,http://www.anmawon.com/FindShop/Detail?shopId=033-0042,강원,127.7208002,37.8607471,강원도 춘천시 충혼길 44
태백건강안마원,"강원도 태백시 황지로34-1,2층",033-553-6537,http://www.anmawon.com/FindShop/Detail?shopId=033-0034,강원,128.9909796,37.1618345,강원도 태백시 황지로 34-1
평화안마원,강원도 원주시 남원로 659-2. 106호,010-2000-1644,http://www.anmawon.com/FindShop/Detail?shopId=033-0041,강원,127.9538809,37.3418279,강원도 원주시 남원로 659-2
함수영건강지킴이,강원 춘천시 효자2동164-4,033-256-1382,http://www.anmawon.com/FindShop/Detail?shopId=033-0012,강원,127.7368396,37.8711655,강원도 춘천시 효제길 34
활력안마원,강원도 춘천시 공지로 226. 3층,033-261-9675,http://www.anmawon.com/FindShop/Detail?shopId=033-0043,강원,127.7387443,37.8633265,강원도 춘천시 공지로 226
강경안마원,충남 논산시 강경읍 황산리 149-1,041-745-6985,http://www.anmawon.com/FindShop/Detail?shopId=041-0025,충남,127.0115401,36.1549555,충청남도 논산시 강경읍 황산길 26
건강백세안마원,충남 서산시 시장6로 38 서성빌딩 4층,041-664-9987,http://www.anmawon.com/FindShop/Detail?shopId=041-0023,충남,126.4580865,36.7829248,충청남도 서산시 시장6로 38
건강백세안마원,충남 서산시 시장6로 38서성빌딩 4층,041-644-9987,http://www.anmawon.com/FindShop/Detail?shopId=041-0008,충남,126.4580865,36.7829248,충청남도 서산시 시장6로 38
건강보건안마원,충남 당진시 당진중앙2로 59-9,041)355-8808,http://www.anmawon.com/FindShop/Detail?shopId=041-0021,충남,126.6285387,36.8928626,충청남도 당진시 당진중앙2로 59-9
건강안마원,충청남도 서천군 서천읍 서천로 19-2,010-3551-4146,http://www.anmawon.com/FindShop/Detail?shopId=041-0031,충남,126.6969362,36.0750675,충청남도 서천군 서천읍 서천로 19-2
건강이음안마원,청양군 청양읍 중앙로 13길 1,041-943-9439,http://www.anmawon.com/FindShop/Detail?shopId=041-0019,충남,126.8031548,36.4529768,충청남도 청양군 청양읍 중앙로13길 1
김성기지압안마원,충남 천안시 동남구 봉명동42-19 2층,041-571-1180,http://www.anmawon.com/FindShop/Detail?shopId=041-0001,충남,127.1394045,36.805388,충청남도 천안시 동남구 봉정로 35 합기도검무관
논산건강 안마원,논산시 해월로 190-1 논산건강안마원 2층,041-733-7003,http://www.anmawon.com/FindShop/Detail?shopId=041-0022,충남,127.0878089,36.2057527,충청남도 논산시 해월로 190-1
논산보건안마원,충남 논산시 계백로 1074번길 7-5,041-736-0210,http://www.anmawon.com/FindShop/Detail?shopId=041-0030,충남,127.0953485,36.2070327,충청남도 논산시 계백로1074번길 7-5
몸사랑 안마센터,충남 천안시 서북구쌍용15길 5,041-577-5077,http://www.anmawon.com/FindShop/Detail?shopId=041-0010,충남,127.121065,36.7998457,충청남도 천안시 서북구 쌍용15길 5 구워구워치킨
백석보건 안마센터,"충남 천안시 서북구 백석3로134 (백석동, 대건프라자)202호",041-568-0088,http://www.anmawon.com/FindShop/Detail?shopId=041-0012,충남,127.1250258,36.8221802,충청남도 천안시 서북구 백석3로 134 대건프라자
백화안마원,충남 태안군 태안읍 남문리149-14,041-675-5880,http://www.anmawon.com/FindShop/Detail?shopId=041-0018,충남,126.2989252,36.7505714,충청남도 태안군 태안읍 동백로 255
생활안마원,세종시 조치원읍 새내로88 3층,044-866-5480,http://www.anmawon.com/FindShop/Detail?shopId=041-0016,충남,127.2985788,36.5997937,세종특별자치시 조치원읍 새내로 88
서산약손건강안마원,충남 서산시 시장2로 32(동문동),041-663-9297,http://www.anmawon.com/FindShop/Detail?shopId=041-0014,충남,126.4583904,36.7829098,충청남도 서산시 시장2로 32
세종보건안마센터,세종특별자치시 조치원읍 장안로 3 (상리 136),044)868-3642,http://www.anmawon.com/FindShop/Detail?shopId=041-0020,충남,127.3014408,36.6012624,세종특별자치시 조치원읍 장안로 3
시원손안마원,충청남도 서산시 대산읍 구진로 15,"""010-6411-9869 041-666-1256",http://www.anmawon.com/FindShop/Detail?shopId=041-0026,충남,126.4353701,36.9367544,충청남도 서산시 대산읍 구진로 15
약손안마원,충남 아산시 권곡동540-10,041-911-7575,http://www.anmawon.com/FindShop/Detail?shopId=041-0005,충남,127.0072613,36.7876015,충청남도 아산시 번영로143번길 19
엄마안마원,충남 계룡시 엄사면 엄사리183-1,042-840-7364,http://www.anmawon.com/FindShop/Detail?shopId=041-0003,충남,127.2420522,36.2900462,충청남도 계룡시 엄사면 엄사중앙로 105-1
에덴건강안마원,세종특별자치시 조치원읍 새내10길 59,"""044-864-2754 010-9898-2754""",http://www.anmawon.com/FindShop/Detail?shopId=041-0027,충남,127.3015331,36.6007888,세종특별자치시 조치원읍 새내10길 59
일등보건안마원,충남 당진시 당진중앙3로 72 3층 303호,041-357-3962,http://www.anmawon.com/FindShop/Detail?shopId=041-0007,충남,126.6298265,36.892234,충청남도 당진시 당진중앙3로 72 센터빌딩
장수안마원,충남 아산시 청운로102번길 (온천동),041-549-7975,http://www.anmawon.com/FindShop/Detail?shopId=041-0004,충남,127.0077276,36.7829653,충청남도 아산시 청운로 102
장수안마원,아산시 충무로 40 온양빌딩2층 202호 (온천동),041-549-7975,http://www.anmawon.com/FindShop/Detail?shopId=041-0024,충남,127.0056588,36.7846403,충청남도 아산시 충무로 40 온양빌딩
주민보건안마센터,충남 천안시 서북구 쌍용1동877-1 윌투빌딩 3층,041-            572-           9730,http://www.anmawon.com/FindShop/Detail?shopId=041-0002,충남,127.1302595,36.8075024,충청남도 천안시 서북구 봉명로 18 정석빌딩
천수지압안마원,"세종특별자치시 보듬3로 100, 해피라움 1동 408호",044-865-6785,http://www.anmawon.com/FindShop/Detail?shopId=041-0017,충남,127.2486205,36.5119496,세종특별자치시 보듬3로 100 해피라움1
천안보건안마센터,"충남 천안시 서북구 성정동660-3(봉정로 221, 신세계빌딩 3층)",041-523-9988,http://www.anmawon.com/FindShop/Detail?shopId=041-0015,충남,127.143417,36.8219095,충청남도 천안시 서북구 봉정로 221 신세계빌딩
최재민보건 지압안마원,충남 홍성군 홍성읍 의사로 52번길 17,041-632-7559,http://www.anmawon.com/FindShop/Detail?shopId=041-0011,충남,126.6732015,36.6022359,충청남도 홍성군 홍성읍 의사로52번길 17
태안지압안마원,충청남도 태안군 태안읍 군청로 26,"010-2978-9921, 041-572-8852",http://www.anmawon.com/FindShop/Detail?shopId=041-0029,충남,126.3003526,36.7481237,충청남도 태안군 태안읍 군청로 26
한사랑안마원,충청남도 보령시 원동1길 30-9(대천동) 2층,"010-5159-5423, 041-932-1577",http://www.anmawon.com/FindShop/Detail?shopId=041-0028,충남,126.5967164,36.3508601,충청남도 보령시 원동1길 30-9
힐링안마원,충남 서산시 해미면 서문4길 35,041-688-7599,http://www.anmawon.com/FindShop/Detail?shopId=041-0009,충남,126.5447837,36.7171472,충청남도 서산시 해미면 서문4길 35
21세기지압안마원,"대전 서구 가장로 106, 해리상가 201-2호(가장동, 삼성래미안아파트)",042-524-3375,http://www.anmawon.com/FindShop/Detail?shopId=042-0008,대전,127.3846874,36.3329316,대전광역시 서구 가장로 106 삼성 래미안아파트
거북이안마지압원,"대전 서구 탄방로7번길 74, 2층 (탄방동)",042-482-6777,http://www.anmawon.com/FindShop/Detail?shopId=042-0001,대전,127.3943304,36.3460476,대전광역시 서구 탄방로7번길 74
건강백세안마원,"대전 동구 동대전로 108, 2층(대동)",042-284-7080,http://www.anmawon.com/FindShop/Detail?shopId=042-0021,대전,127.4446647,36.331857,대전광역시 동구 동대전로 108
건강지킴안마원,"대전 서구 도산로 342, 2층(용문동)",042-321-0202,http://www.anmawon.com/FindShop/Detail?shopId=042-0022,대전,127.3899338,36.3354903,대전광역시 서구 도산로 342
건강한안마지압원,"대전 서구 둔산중로 20, 207호(탄방동,아르누보펠리스)",042-482-7913,http://www.anmawon.com/FindShop/Detail?shopId=042-0014,대전,127.3872723,36.3484004,대전광역시 서구 둔산중로 20 나비家 아르누보팰리스
고침안마원,"대전 서구 도마로 51, 101-2호 (변동,성암화인빌)",042-522-4008,http://www.anmawon.com/FindShop/Detail?shopId=042-0002,대전,127.3760136,36.3225233,대전광역시 서구 도마로 51 성암화인빌
근풀림안마원,"대전 중구 계룡로 876, 302호(오류동)",042-523-8589,http://www.anmawon.com/FindShop/Detail?shopId=042-0023,대전,127.4110631,36.3232333,대전광역시 중구 계룡로 876
길지압안마원,"대전 중구 대종로 669, 1층 (중촌동)",042-223-0690,http://www.anmawon.com/FindShop/Detail?shopId=042-0015,대전,127.4120289,36.3395101,대전광역시 중구 대종로 669
다나안마원,"대전 동구 대전로 758, 201/202호 (원동, 뜰안채주상복합)",042-285-8575,http://www.anmawon.com/FindShop/Detail?shopId=042-0003,대전,127.4350737,36.3275952,대전광역시 동구 대전로 758 뜰안채주상복합
달인침안마원,"대전 대덕구 오정로 1, 3층(오정동)",042-627-7975,http://www.anmawon.com/FindShop/Detail?shopId=042-0024,대전,127.415227,36.3482546,대전광역시 대덕구 오정로 1 노촌빌딩
라파지압안마원,"대전 서구 한밭대로 701, 208호 (월평동, 갤러리빌럭스)",042-488-8277,http://www.anmawon.com/FindShop/Detail?shopId=042-0009,대전,127.3769235,36.3581669,대전광역시 서구 한밭대로 701 갤러리빌 럭스
명심안마원,"대전 서구 정림로 55, 우성아파트 제상가동 209호 제2층 (정림동)",042-840-7753,http://www.anmawon.com/FindShop/Detail?shopId=042-0017,대전,127.3639951,36.3047855,대전광역시 서구 정림로 55 우성아파트1차
명인안마원,"대전 서구 둔산로 230, 2층(둔산동)",042-472-5992,http://www.anmawon.com/FindShop/Detail?shopId=042-0025,대전,127.3995088,36.3510472,대전광역시 서구 둔산로 230
몸사랑안마원,"대전 서구 청사서로 26, 504호(월평동 미래빌딩)",042-471-9990,http://www.anmawon.com/FindShop/Detail?shopId=042-0026,대전,127.3769516,36.3600856,대전광역시 서구 청사서로 26
미소지압안마원,"대전 유성구 지족로 367, 501호(지족동)",042-472-7505,http://www.anmawon.com/FindShop/Detail?shopId=042-0011,대전,127.3170958,36.386908,대전광역시 유성구 지족로 367
바로건강지압안마원,"대전 중구 서문로105번길 7, 4층(문화동)",042-331-7776,http://www.anmawon.com/FindShop/Detail?shopId=042-0027,대전,127.4064359,36.3174637,대전광역시 중구 서문로105번길 7
방승권안마원,"대전 동구 태전로 132-11, 105호(삼성동)",042-222-5805,http://www.anmawon.com/FindShop/Detail?shopId=042-0028,대전,127.4223459,36.3404959,대전광역시 동구 태전로 132-11
보은통증지압안마원,"대전 동구 동산초교로 29,1층 (홍도동)",042-631-7374,http://www.anmawon.com/FindShop/Detail?shopId=042-0029,대전,127.4260923,36.3465905,대전광역시 동구 동산초교로 29
산삼안마원,"대전 중구 보문로103번길 85, 2층(부사동)",042-252-3375,http://www.anmawon.com/FindShop/Detail?shopId=042-0019,대전,127.4336341,36.3128081,대전광역시 중구 보문로103번길 85
샬롬안마원,대전 동구 새울로 90 (용운동),042-286-0332,http://www.anmawon.com/FindShop/Detail?shopId=042-0030,대전,127.4617835,36.3263722,대전광역시 동구 새울로 90
송경진안마원,"대전 서구 대덕대로 168번길 26, 301호(갈마동, 동원빌딩)",042-525-9675,http://www.anmawon.com/FindShop/Detail?shopId=042-0006,대전,127.377238,36.3470643,대전광역시 서구 대덕대로168번길 26 동원빌딩
시인안마지압원,"대전 서구 대덕대로162번길 15, 201호(갈마동)",042-525-9144,http://www.anmawon.com/FindShop/Detail?shopId=042-0031,대전,127.3768695,36.3471588,대전광역시 서구 대덕대로162번길 15 동아프라자
실로암지압안마원,대전 동구 흥룡로 60동부프라자 201-2호(가양동),010-7494-2450,http://www.anmawon.com/FindShop/Detail?shopId=042-0032,대전,127.4504051,36.3500293,대전광역시 동구 흥룡로 60
안마이야기안마원,"대전 유성구 노은로 144, 504호(지족동 노은타운)",042-634-4254,http://www.anmawon.com/FindShop/Detail?shopId=042-0016,대전,127.318497,36.3725488,대전광역시 유성구 노은로 144 노은타운
약손지압안마원,"대전 서구 벌곡로 1285번길 120, 3층(가수원동, 봉예빌딩)",042-545-7259,http://www.anmawon.com/FindShop/Detail?shopId=042-0034,대전,127.350708,36.294862,대전광역시 서구 벌곡로1285번길 120
어깨동무안마원,대전 유성구 학하동로 63번길 70(학하동),042-221-6284,http://www.anmawon.com/FindShop/Detail?shopId=042-0035,대전,127.3138176,36.3374891,대전광역시 유성구 학하동로63번길 70
와아!지압안마원,대전 대덕구 중리동로 56번길 24(중리동),042-321-7441,http://www.anmawon.com/FindShop/Detail?shopId=042-0036,대전,127.43019,36.3642955,대전광역시 대덕구 중리동로56번길 24
우리안마원,"대전 중구 중촌로40번길 24,1층 (중촌동)",010-8401-9930,http://www.anmawon.com/FindShop/Detail?shopId=042-0033,대전,127.4129225,36.3396418,대전광역시 중구 중촌로40번길 24
유명지압안마원,"대전 중구 동서대로 1420, 2층 (선화동)",042-632-7979,http://www.anmawon.com/FindShop/Detail?shopId=042-0004,대전,127.4139316,36.3347335,대전광역시 중구 동서대로 1420
이선생안마원,대전 서구 탄방로7번길 132 (탄방동),010-7158-3234,http://www.anmawon.com/FindShop/Detail?shopId=042-0037,대전,127.3959909,36.3479685,대전광역시 서구 탄방로7번길 132
장대지압안마원,"대전 유성구 유성대로 780, 502호 (장대동)",042-822-8283,http://www.anmawon.com/FindShop/Detail?shopId=042-0007,대전,127.3366437,36.3615276,대전광역시 유성구 유성대로 780
장수안마원,"대전 중구 계룡로 835, 2층 (용두동)",042-222-8575,http://www.anmawon.com/FindShop/Detail?shopId=042-0038,대전,127.4084843,36.3260648,대전광역시 중구 계룡로 835
정안마원,대전 서구 문정로 170번길 1542층(둔산동),010-2325-9675,http://www.anmawon.com/FindShop/Detail?shopId=042-0020,대전,127.3954878,36.3494294,대전광역시 서구 문정로 170
참사랑안마원,"대전 중구 유천로102번길 10, 1층 (유천동)",010-5837-5114,http://www.anmawon.com/FindShop/Detail?shopId=042-0040,대전,127.3969817,36.3216671,대전광역시 중구 유천로102번길 10
천지인지압원,대전 대덕구 중리동로17번길 52(중리동),042-627-5353,http://www.anmawon.com/FindShop/Detail?shopId=042-0005,대전,127.4270236,36.3605017,대전광역시 대덕구 중리동로17번길 52
침사랑안마지압원,대전 대덕구 계족산로43번길 14(중리동),042-636-5002,http://www.anmawon.com/FindShop/Detail?shopId=042-0018,대전,127.4361922,36.3630251,대전광역시 대덕구 계족산로43번길 14
하늘약손안마원,대전 대덕구 계족로 521번길 34(중리동),010-3432-1157,http://www.anmawon.com/FindShop/Detail?shopId=042-0041,대전,127.4305782,36.3584812,대전광역시 대덕구 계족로521번길 34
힐링안마원,"대전 중구 동서대로 1388, 301호(목동 금호한사랑아파트)",042-223-0090,http://www.anmawon.com/FindShop/Detail?shopId=042-0042,대전,127.4129933,36.3316265,대전광역시 중구 동서대로 1388 금호한사랑아파트
건강안마원,"충북 청주시 상당구산성로25번길 30, 2층",043-253-7596,http://www.anmawon.com/FindShop/Detail?shopId=043-0001,충북,127.4974899,36.6258966,충청북도 청주시 상당구 산성로25번길 30 제안원
건강중앙안마원,충북 제천시 중앙로1가 77중앙시장상가 제2층 제다동 15호,043-646-6258,http://www.anmawon.com/FindShop/Detail?shopId=043-0021,충북,128.2113183,37.1366524,충청북도 제천시 풍양로 108 중앙시장상가
금왕지압안마원,충북 음성군 금왕읍 금석로 53-2,043-878-0611,http://www.anmawon.com/FindShop/Detail?shopId=043-0029,충북,127.5985054,36.9902975,충청북도 음성군 금왕읍 금석로 53-2
남대현안마원,충북 제천시 숭문로 14길 4-1,043-646-6777,http://www.anmawon.com/FindShop/Detail?shopId=043-0030,충북,128.2083011,37.1404782,충청북도 제천시 숭문로14길 4-1
다나으리,충북 충주시 용정3길 28,043-844-3938,http://www.anmawon.com/FindShop/Detail?shopId=043-0026,충북,127.9364491,36.9661018,충청북도 충주시 용정3길 28
단양보건안마센터,충북 단양군 단양읍 도전4길 20,043-422-0123,http://www.anmawon.com/FindShop/Detail?shopId=051-0093,충북,128.3695787,36.9815181,충청북도 단양군 단양읍 도전4길 20
대한보건안마원,충북 제천시 내토로 481(화산동),043-645-1719,http://www.anmawon.com/FindShop/Detail?shopId=043-0031,충북,128.2106068,37.1286846,충청북도 제천시 내토로 481
도솔안마원,충북 청주시 서원구청남로 1999,043-287-0626,http://www.anmawon.com/FindShop/Detail?shopId=043-0013,충북,127.4842474,36.6108769,충청북도 청주시 서원구 청남로 1999
반재도지압안마원,충북 청주시 상당구 월평로 161 112호,043-283-7975,http://www.anmawon.com/FindShop/Detail?shopId=043-0010,충북,127.5029298,36.6115184,충청북도 청주시 상당구 월평로 161 건영아파트
보건바우처안마원,충북 보은군 보은읍 삼산리 143-11,043-542-8236,http://www.anmawon.com/FindShop/Detail?shopId=043-0025,충북,127.7184994,36.4841099,충청북도 보은군 보은읍 삼산로 30-5
승록수기치료안마원,충북 청주시 흥덕구 강내면 청주역로 213-4,043-231-6267,http://www.anmawon.com/FindShop/Detail?shopId=043-0002,충북,127.3853919,36.6350735,충청북도 청주시 흥덕구 강내면 청주역로 213-4
약손경락지압마사지안마센터,충북 보은군 보은읍 삼산남로 23-2 상가,043-544-8875,http://www.anmawon.com/FindShop/Detail?shopId=043-0008,충북,127.7200724,36.4826001,충청북도 보은군 보은읍 삼산남로 23-2
약손안마원,충북 청주시 상당구무농정로 29,043-294-5233,http://www.anmawon.com/FindShop/Detail?shopId=043-0011,충북,127.5062643,36.6062317,충청북도 청주시 상당구 무농정로 29
어깨결림안마원,충북 청주시 서원구 원마루로14번길 10,043-294-7990,http://www.anmawon.com/FindShop/Detail?shopId=043-0014,충북,127.4960535,36.6095332,충청북도 청주시 서원구 원마루로14번길 10
원지압안마원,충북 청주시 흥덕구풍년로 102,043-237-9666,http://www.anmawon.com/FindShop/Detail?shopId=043-0005,충북,127.4361238,36.6220888,충청북도 청주시 흥덕구 풍년로 102
윤수규안마원,충북 충주시 교현동 404-13,043-910-8275,http://www.anmawon.com/FindShop/Detail?shopId=043-0015,충북,127.936674,36.9777298,충청북도 충주시 봉현로 295
정통안마원,충북 청주시 청원구 향군로 156,043-224-5830,http://www.anmawon.com/FindShop/Detail?shopId=043-0004,충북,127.4790214,36.6580182,충청북도 청주시 청원구 향군로 156
제천보건안마센터,충북 청주시 청원구 향군로 133-1,043-651-8889,http://www.anmawon.com/FindShop/Detail?shopId=043-0020,충북,127.4800034,36.6562325,충청북도 청주시 청원구 향군로 133-1
조병일시술원,충북 충주시 동량면 용교리 26-9,043-853-0915,http://www.anmawon.com/FindShop/Detail?shopId=043-0016,충북,127.9270978,37.0307149,충청북도 충주시 동량면 지등로 3
참손길안마원,충북 청주시 상당구산성로112번길 24,043-293-4322,http://www.anmawon.com/FindShop/Detail?shopId=043-0012,충북,127.5060862,36.6318607,충청북도 청주시 상당구 산성로112번길 24
청주지압교정안마원,충북 청주시 상당구 산성로 11번길 16,043-257-6562,http://www.anmawon.com/FindShop/Detail?shopId=043-0032,충북,127.4977001,36.6254718,충청북도 청주시 상당구 산성로11번길 16
충북보건안마센터,충북 청주시 청원구 상리로8번길 43층,043-236-5544,http://www.anmawon.com/FindShop/Detail?shopId=043-0009,충북,127.5118682,36.6637745,충청북도 청주시 청원구 상리로 7
타타타안마원,충북 충주시  천변로 221,043-853-1605,http://www.anmawon.com/FindShop/Detail?shopId=043-0017,충북,127.9324431,36.975144,충청북도 충주시 천변로 221
한국안마원,충북 청주시 흥덕구 운천동 1008(직지대로 743번길 28) 한국안마원,043-260-8966,http://www.anmawon.com/FindShop/Detail?shopId=043-0028,충북,127.4746864,36.6449309,충청북도 청주시 흥덕구 직지대로743번길 28
한성웰빙안마원,충북 제천시 의림대로 33길 70덕일한마음상가 9동 107,043-644-7525,http://www.anmawon.com/FindShop/Detail?shopId=043-0018,충북,128.2081973,37.1470563,충청북도 제천시 의림대로33길 70 덕일한마음아파트
해광지압원,충북 청주시 청원구 향군로 133-1,043-225-0388,http://www.anmawon.com/FindShop/Detail?shopId=043-0033,충북,127.4800034,36.6562325,충청북도 청주시 청원구 향군로 133-1
행복안마센터,충북 영동군 영동읍 중앙로1길 18-2,043-745-8850,http://www.anmawon.com/FindShop/Detail?shopId=043-0023,충북,127.7763638,36.1730599,충청북도 영동군 영동읍 중앙로1길 18-2
훈이안마원,충북 제천시용두천로 154,010-2800-4282,http://www.anmawon.com/FindShop/Detail?shopId=043-0019,충북,128.214847,37.1407685,충청북도 제천시 용두천로 154
가가,전남 목포시 상동812-8 2층,061-281-9875,http://www.anmawon.com/FindShop/Detail?shopId=061-0009,전남,126.4176234,34.8073707,전라남도 목포시 하당로 189
대운,전남 목포시 산정동1271-8,061-980-7774,http://www.anmawon.com/FindShop/Detail?shopId=061-0011,전남,126.3967257,34.7951586,전라남도 목포시 동명로86번길 7
동명물리치료원,전남 해남군 삼산면 원진리743,061-534-7470,http://www.anmawon.com/FindShop/Detail?shopId=061-0005,전남,126.5497695,34.5185493,전라남도 해남군 삼산면 시등안길 37 동명안마시술원
동인방지압원,전남 목포시 상동794,061-282-0366,http://www.anmawon.com/FindShop/Detail?shopId=061-0002,전남,126.4206946,34.8090496,전라남도 목포시 하당로221번길 4
명성안마지압원,전남 순천시 인제동29-74,061-744-3275,http://www.anmawon.com/FindShop/Detail?shopId=061-0013,전남,127.4883989,34.9443598,전라남도 순천시 하인제길 3-1 뜨레비앙학원
목포보건안마센터,전남 목포시 석현동815-77 세븐에이치타워 4층,061-801-6333,http://www.anmawon.com/FindShop/Detail?shopId=061-0016,전남,126.4218066,34.821829,전라남도 목포시 영산로 633 힐링타워
목포시각안마원,전남 목포시 용당동1103-20 2층,061-981-1000,http://www.anmawon.com/FindShop/Detail?shopId=061-0007,전남,126.3998674,34.8053475,전라남도 목포시 영산로 312-3
베스트,전남 광양시 중동1321-14 2층,061-794-8515,http://www.anmawon.com/FindShop/Detail?shopId=061-0015,전남,127.6975671,34.9439136,전라남도 광양시 행정3길 30
사랑의약손,전남 목포시 옥암동1041-9 한신인빌리지 101호,061-285-1175,http://www.anmawon.com/FindShop/Detail?shopId=061-0010,전남,126.4365454,34.8038747,전라남도 목포시 복산길 16 한신힐빌리지
성산(목포),전남 목포시 상동753-5,061-277-7980,http://www.anmawon.com/FindShop/Detail?shopId=061-0004,전남,126.4164498,34.8132254,전라남도 목포시 상리로15번길 3
약손물리,전남 해남군 해남읍 평동리173-3,061-533-4660,http://www.anmawon.com/FindShop/Detail?shopId=061-0012,전남,126.6011852,34.5673852,전라남도 해남군 해남읍 홍교로 96 약손경락안마지압원
약손물리지압원,전남 순천시 조례동1246-3,061-724-2272,http://www.anmawon.com/FindShop/Detail?shopId=061-0001,전남,127.5158675,34.9517976,전라남도 순천시 충효로 143
진도,전남 진도군 진도읍 쌍정리167,061-544-7199,http://www.anmawon.com/FindShop/Detail?shopId=061-0014,전남,126.2683672,34.4775206,전라남도 진도군 진도읍 남산로 130-48
클린안마센터 전남1호점,전남 목포시 삼향천로91번길 16-12층,061-284-7763,http://www.anmawon.com/FindShop/Detail?shopId=061-0008,전남,126.4294974,34.807562,전라남도 목포시 삼향천로91번길 16
한빛,전남 목포시 산정동1373-1 2층,061-243-0461,http://www.anmawon.com/FindShop/Detail?shopId=061-0003,전남,126.4002924,34.7879535,전라남도 목포시 삼학로145번길 8
가나성일휴보건안마원,"광주광역시 서구 상무대로 894, 모아미래도스카이뷰 210호",062-372-2544,http://www.anmawon.com/FindShop/Detail?shopId=062-0015,광주,126.859766,35.150305,광주광역시 서구 상무대로 894
가든안마지압원,"광주광역시 남구 대남대로 274-1, 2층",062-651-7474,http://www.anmawon.com/FindShop/Detail?shopId=062-0007,광주,126.8972304,35.1371958,광주광역시 남구 대남대로 274-1 가든안마지압원
건강드림안마센터,"광주광역시 서구 화운로156번길 26-1, 4층",062-449-7005,http://www.anmawon.com/FindShop/Detail?shopId=062-0027,광주,126.879491,35.153062,광주광역시 서구 화운로156번길 26-1
건강안마센터 효자손,"광주광역시 서구 풍금로 171, 평화빌딩 5층",062-651-2020,http://www.anmawon.com/FindShop/Detail?shopId=062-0025,광주,126.8592439,35.1310475,광주광역시 서구 풍금로 171 평화빌딩
건강지압센터 손수,"광주광역시 서구 상무중앙로 28번길 4, 세진빌딩 5층",062-383-0705,http://www.anmawon.com/FindShop/Detail?shopId=062-0021,광주,126.8489171,35.1491338,광주광역시 서구 상무중앙로28번길 4 세진빌딩
건강지압센터 참손,"광주광역시 광산구 첨단중앙로68번길 99, 첨단3-5차 호반리젠시빌 상가동 213-3호",062-972-7579,http://www.anmawon.com/FindShop/Detail?shopId=062-0044,광주,126.8485211,35.2123767,광주광역시 광산구 첨단중앙로68번길 99 호반리젠시빌
건강지압안마원 손길,"광주광역시 광산구 첨단강변로 95, 302호",062-971-9975,http://www.anmawon.com/FindShop/Detail?shopId=062-0042,광주,126.852463,35.2151964,광주광역시 광산구 첨단강변로 95
